Hybridization REF,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86
ABTB1|80325,393.586,207.2409,210.4775,461.0926,491.238,227.7725,389.9782,650.7436,365.0873,1267.5497,230.5296,238.8699,1447.8126,223.497,111.3801,532.7824,261.2967,508.9109,838.6509,577.1677
ABTB2|25841,110.7872,324.1781,356.0501,101.146,262.2951,503.7177,156.3181,259.5764,39.9002,160.2649,161.1037,143.2304,60.9536,357.5034,234.3826,408.8154,321.7092,129.3729,552.1552,182.4573
ACAA1|30,1726.5306,2738.66,2827.5382,2163.9538,2508.762,1315.8446,1883.9869,1801.7125,1594.68,1695.3642,1412.105,3131.8498,1378.3385,3131.2529,1509.9274,1777.9614,535.3635,2050.8251,997.5257,840.9776
ACAA2|10449,600,600.0832,115.4381,103.5203,663.6518,769.7141,584.9673,1364.5786,456.1929,435.0993,1918.5581,148.2641,564.968,363.0106,2804.8426,218.1818,406.6798,467.9868,1847.6364,508.8718
ACACA|31,1570.8455,1871.4107,1438.1085,2647.365,1543.8101,1052.9898,1574.6187,1799.9099,1278.803,1786.755,2242.9907,2514.0828,1296.4116,2563.5613,2536.5617,1366.9421,1905.6974,1055.4455,2681.5992,924.004
ACACB|32,131.7784,35.3725,63.9777,210.3646,52.5721,58.1213,206.9717,454.2587,56.5254,344.3709,323.9875,75.5049,98.9677,158.3295,114.2857,24.7934,249.5088,37.6238,47.402,180.7834
ACAD10|80724,732.3615,889.7212,1044.9699,518.0763,573.2052,746.1514,851.8519,453.3574,424.9377,447.0199,648.8652,703.3391,190.0705,544.7453,343.8257,288.1543,339.8821,551.1551,824.5865,510.5457
ACAD11|84129,494.9679,331.2526,379.694,1040.7635,360.6557,201.5918,494.4553,364.0469,351.7872,309.2715,418.7806,632.781,186.138,337.2556,240.1356,92.011,166.9941,1162.297,666.1701,176.7325
ACAD8|27034,348.105,438.2022,470.0974,351.3991,184.8502,417.8448,834.4227,478.594,220.1164,495.3642,541.166,474.079,407.6684,448.3708,330.7506,516.2534,201.8664,729.3729,353.171,514.5631
ACAD9|28976,999.1312,1062.8215,943.4261,1207.5641,518.9429,788.3757,1679.8094,653.4295,1104.153,1126.7417,1407.6947,2238.9065,2215.3367,1296.9114,1055.2639,946.5565,1159.6169,1083.1155,1075.1973,841.6337
ACADL|33,10.4956,5.4099,4.6361,14.7208,3.3917,0,8.1699,3.6052,0,13.9073,6.6756,3.6608,0,332.7214,10.6538,0,28.9784,2.6403,1.0418,0
ACADM|34,769.0962,1250.5202,1581.8266,1258.3888,382.1368,460.2576,916.122,1203.2447,629.0939,1198.6755,1344.9043,805.3851,246.4362,2054.6122,1368.0387,277.135,687.1316,613.2013,925.6414,739.538
ACADSB|36,387.7551,1235.9551,1224.3857,329.5554,276.4274,331.9719,509.2593,841.8206,632.419,320.5298,309.7463,1505.521,95.6906,860.0275,923.9709,225.8953,165.5206,364.3564,318.2706,109.1396
ACADS|35,427.9883,347.0662,1139.0821,463.9418,403.6179,452.927,389.4336,246.0568,349.7922,710.596,652.4255,588.9379,1770.9323,314.3644,409.6852,644.6281,288.3104,180.198,465.1647,442.5845
ACADVL|37,8355.6618,9272.526,8559.5364,5357.3883,3979.6326,4942.905,5571.8573,4337.0167,10283.611,7324.4636,9789.911,10982.5058,5095.8545,9207.4162,4208.2276,12085.9449,4390.9528,13394.0594,7189.4361,8361.5501
ACAN|176,16.3265,5.8261,152.5267,36.5645,88.1854,1275.0026,7.0806,150.5183,91.7706,5.298,545.1713,23.3379,35.3924,95.9156,32.4455,2.7548,55.501,498.3498,22.3987,256.4446
ACAP1|9744,387.7551,12.4844,18.0807,55.0842,38.4398,20.9446,22.8758,1906.2641,114.3807,514.5695,7.1206,26.9987,1599.8689,18.816,26.1501,173.5537,107.5639,62.7063,20.836,385.6712
ACAP2|23527,1268.8047,1586.3504,1557.2554,1397.5238,1316.563,1220.023,1239.6514,1487.1564,1011.4713,1480.1325,1129.951,1501.8602,601.0159,1370.8123,1986.9249,768.595,1118.8605,812.5413,773.0173,1146.6354
ACAP3|116983,338.3557,1783.866,1333.5976,2217.8271,3183.7422,911.2001,2069.3028,1762.3704,1476.7082,617.351,2374.8776,1297.5761,1038.2173,790.5369,661.1768,1099.3774,868.5658,2422.9043,752.7959,662.3602
ACAT1|38,499.7085,676.6542,469.6338,166.6772,239.6834,781.2336,449.8911,542.5868,156.276,594.0397,739.6529,496.044,981.1568,467.6457,653.2688,553.719,586.444,434.9835,1841.9065,677.9377
ACAT2|39,566.2332,838.5809,626.8846,532.061,443.9344,907.7495,995.9858,465.516,1083.2984,344.7947,740.8723,870.2735,386.1445,2972.2304,1302.4116,425.7245,867.4116,351.637,569.9127,600.7164
ACBD3|64746,1593.586,1950.8947,1514.14,1776.465,1621.8202,1483.4014,1038.1264,1446.5976,1222.2776,1570.1987,1047.174,1284.9553,845.4858,1396.9711,1235.3511,1304.1322,2866.8959,1089.769,1734.6009,1399.3974
ACBD4|79777,197.6676,281.315,512.7492,156.2302,156.0204,74.877,236.3834,237.0437,366.4173,308.6093,282.154,395.3709,367.688,258.3754,371.9128,174.6556,87.4263,295.0495,503.1905,67.6264
ACBD5|91452,1169.6793,1035.3725,1968.0111,447.7965,656.303,644.0465,760.3486,594.8626,980.8811,1108.6093,1842.4566,2282.077,391.9384,1188.6186,1773.3656,802.2039,719.057,671.2871,627.165,499.163
ACBD6|84320,1088.0466,725.3433,718.5906,585.5069,501.9785,468.1118,820.2614,378.5489,883.1255,166.8874,573.2087,650.2569,577.4209,574.5755,583.0508,430.303,782.4165,501.6502,430.7853,752.2598
ACBD7|414149,118.9504,57.4282,85.3037,60.3077,59.9209,41.3656,305.0109,29.7431,25.9352,66.8874,692.9239,110.7405,18.3516,76.1817,636.3196,18.7328,139.9804,15.8416,84.9069,8.7044
ACCN1|40,0,0,0.4636,0.9497,0,6.807,0,0,0.665,1.3245,0,0.9152,0,0,0,0,0.9823,1.3201,0,0.6696
ACCN2|41,82.7988,24.1365,25.962,245.5045,120.407,27.228,55.0109,42.3614,8.6451,241.0596,29.8175,25.1683,81.2715,1.8357,5.8111,25.8953,69.7446,1.9802,95.3249,84.7004
ACCN3|9311,2.9155,1.2484,23.1803,68.3804,1.6959,2.0945,55.0109,15.3222,7.315,550.3311,38.7183,0.9152,13.1083,0,1.4528,24.2424,21.611,3.9604,235.9682,15.0653
ACCN4|55515,0,0.4161,2.318,5.2235,1.1306,0.5236,1.634,0.9013,0,7.947,0.445,0,0.6554,0,0.4843,47.3829,3.9293,1.3201,0,1.0044
ACCN5|51802,0,0.4161,0,0,0,0,0,0,0,0,0,0,0,0,0.4843,0,0,0,0,0
ACCSL|390110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCS|84680,253.6443,511.0279,314.3255,295.8401,138.4963,101.5813,329.5207,438.9365,143.6409,129.8013,213.6182,90.6058,372.2759,124.8279,76.0291,77.686,141.4538,682.5083,103.1384,87.0439
ACD|65057,472.3032,580.1082,381.0848,529.473,1116.45,786.4698,409.0414,420.9103,470.1579,332.4503,886.0703,582.989,709.1594,303.8091,389.8305,391.1846,399.3124,732.0132,447.4541,425.8453
ACE2|59272,76.9679,4.1615,8.3449,131.0624,11.3058,3061.0535,1.634,6.3091,29.2602,245.0331,0.8901,2.7456,263.477,23.4052,164.6489,27.5482,115.4224,2.6403,104.7011,38.835
ACER1|125981,0,0,0,1.8995,1.1306,0,0,1.8026,0,4.6358,0,0.9152,0,0,0,0,0.4912,0,0,0
ACER2|340485,1831.4869,2836.4544,6796.013,244.5548,254.9463,245.0518,3056.6449,3127.5349,1580.7149,72.8477,124.1656,2550.2336,9.8312,906.3791,440.1937,614.876,118.8605,479.2079,352.6501,152.3267
ACER3|55331,271.137,321.2651,341.2146,137.7105,92.7077,679.6523,215.1416,275.7999,400.9975,290.7285,287.0494,123.5534,219.5641,330.8857,357.385,245.73,492.6326,250.165,150.5404,512.5544
ACE|1636,345.7726,214.3154,761.7061,130.1126,75.749,802.1782,40.305,438.0352,281.2968,301.9868,411.66,298.8162,327.7077,422.6709,103.1477,223.6915,105.5992,526.0726,1430.3946,621.694
ACHE|43,64.1399,76.9871,8.8085,139.1351,233.4652,4718.8187,14.7059,341.5953,6.65,52.9801,16.4664,8.2369,33.4262,58.7425,20.8232,18.1818,289.7839,129.3729,36.984,8.3696
ACIN1|22985,5244.3149,3999.5839,3251.7385,3274.66,4329.5647,5022.5154,2969.4989,3059.0356,5304.0732,1967.5497,4270.583,4906.9002,1694.9041,3314.3644,4916.2228,2501.9284,2713.6542,5949.835,2529.496,3232.0054
ACLY|47,3778.4257,4945.901,3588.7807,4511.205,2750.7066,2483.5061,5289.7603,3928.7968,3392.1862,2725.8278,9755.2292,4933.4413,2014.7468,5174.8508,8993.2203,3169.146,4055.9921,2097.0297,7904.1542,3410.1105
ACMSD|130013,0,0,0.4636,0,1.1306,0,0.5447,0,0,0,0,0.4576,0,0,0,0,0,0,3.1254,0
ACN9|57001,199.4169,277.1536,145.5726,453.9697,191.6337,113.1008,374.183,172.1496,248.0466,547.6821,681.3529,457.1476,142.2251,306.5626,538.4988,161.9835,200.3929,120.7921,864.6959,243.388
ACO1|48,1149.2711,547.2326,597.5892,829.5869,513.2843,2279.8199,549.0196,850.8337,884.4555,989.404,1125.5007,524.4155,564.3126,481.4135,760.2906,969.697,1248.0354,584.8185,1601.2502,943.4215
ACO2|50,2410.2799,2589.2093,2725.6838,3912.7248,2111.6054,3978.8355,1456.7375,3513.826,2543.9268,1761.0927,3527.263,5104.8099,2435.4711,3946.2276,2255.0702,1508.6006,2303.1336,2186.066,2249.6263,1551.0077
ACOT11|26027,155.8367,425.6804,1290.7371,347.6002,852.8773,20.2272,331.781,161.0906,809.3101,317.8808,799.5416,858.8059,232.2661,1079.1418,558.3535,1543.8843,236.0756,1181.3861,179.19,508.6173
ACOT12|134526,0,0,0.4636,0,0,0,0.5447,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT13|55856,404.6472,545.7761,713.7042,1098.165,432.7925,596.6017,676.8355,570.2298,507.5046,462.6159,667.9484,698.246,1612.8134,435.3281,674.8281,707.9449,491.498,468.7591,477.2444,449.1798
ACOT1|641371,212.2449,303.7869,427.4455,219.387,79.706,183.2653,151.9608,127.0843,244.7215,164.9007,568.3133,199.9735,305.4236,461.6797,167.5545,93.1129,175.835,458.0858,195.3379,426.5149
ACOT2|10965,176.0933,263.4207,339.8238,154.3307,55.3985,120.4315,119.8257,99.1438,195.5112,129.1391,489.5416,208.668,117.3194,267.5539,189.3462,71.6253,130.6483,389.4389,251.0744,323.4014
ACOT4|122970,31.4869,106.9496,81.1312,45.5869,19.7852,405.8017,108.9325,12.6183,29.2602,105.9603,223.854,15.5586,167.7863,43.1391,50.3632,109.6419,55.0098,101.6502,239.6145,185.8052
ACOT6|641372,0.5831,2.0807,0.4636,0,0,4.7125,1.634,1.8026,0.665,0,0.8901,0,1.9662,0,2.4213,1.1019,0,1.3201,3.6463,4.3522
ACOT7|11332,245.481,1352.4761,856.2819,338.5778,731.4867,476.4897,346.4052,629.1122,192.1862,1769.5364,944.3703,1785.5754,1932.1645,656.7233,693.4625,3329.4766,1751.9646,1278.5479,1630.9415,1113.8266
ACOT8|10005,729.1254,481.3109,412.7538,544.1653,1149.3556,305.6498,617.9412,309.6981,368.1862,628.5629,396.6756,555.4366,832.0236,254.1946,394.1889,484.6887,210.054,615.0957,357.2184,335.1055
ACOT9|23597,497.3761,340.4078,203.987,283.9685,501.4132,610.0115,343.1373,429.9234,347.7972,378.1457,755.2292,242.5307,1106.9966,264.8004,90.5569,1117.9063,1167.4853,437.6238,640.1875,1032.4741
ACOX1|51,7002.6764,2545.9967,9611.7524,6362.8505,4851.3115,10539.779,1835.6427,2631.8161,2607.448,3588.2914,1725.5585,2022.0017,1232.9608,3613.5521,8826.9395,3611.5537,1784.5481,1463.4719,6696.4761,1213.7898
ACOX2|8309,24.4898,0.8323,3.2452,9.0224,13.0017,17.8029,8.1699,55.881,7.98,136.4238,5.7855,3.2032,3.2771,3.6714,0.4843,5.5096,11.2967,19.802,4.6881,7.3652
ACOX3|8310,764.4315,1049.5214,481.6875,324.3319,836.0656,983.8727,864.3791,568.7247,647.049,560.9272,386.2928,1199.8408,1160.0852,2769.1602,993.2203,770.2479,291.7485,508.9109,450.0586,420.8236
ACOXL|55289,46.6472,367.8735,107.0932,7.5978,1.6959,28.2752,157.4074,148.7156,241.3965,8.6093,136.6266,136.8239,7.2096,58.7425,503.1477,8.2645,1.9646,17.1617,42.193,1.6739
ACP1|52,1419.8251,1202.2472,1433.4724,1504.843,1188.2419,1663.0014,1033.7691,1230.2839,1518.8695,3190.7285,1991.0992,1392.0349,2732.4267,1410.7389,2311.8644,2505.7851,2220.5305,1009.2409,2335.7208,1657.5159
ACP2|53,855.9767,777.3616,763.5605,565.0878,825.325,1168.1852,1714.0523,658.8553,691.6043,1212.5828,1003.1153,411.3779,2368.0157,731.5282,672.155,1259.5041,843.8114,1307.5908,680.8178,1498.8249
ACP5|54,1385.4227,456.9288,273.0644,346.1756,760.3166,1698.0836,785.9477,1386.21,295.2618,2711.2583,329.328,391.71,3104.7026,165.2134,206.7797,781.2672,387.5246,408.5809,631.3322,1772.0121
ACP6|51205,878.7172,861.0071,1416.7826,1356.2107,358.3946,217.8239,929.1939,194.6823,203.4913,1291.3907,488.6515,1531.6045,372.2759,789.8118,579.661,314.6006,105.1081,533.3333,341.7112,167.7268
ACPL2|92370,661.8076,890.5535,1341.6783,506.6796,1179.1973,2142.1091,614.9237,288.4182,649.7091,940.3974,1239.8754,1824.9294,249.7133,710.8765,619.3705,1231.405,315.8153,512.2112,2090.8973,214.2618
ACPP|55,56.5598,19.975,589.2443,90.699,6.2182,41.8892,29.9564,18.9274,65.1704,149.6689,3.1153,280.0544,252.3349,137.2189,59.0799,4.4077,71.7092,6.6007,15.627,15.0653
ACPT|93650,0,0,0,0,0,2.0945,0,0,0,0,0,0,0,0,0,0,0,1.9802,0,0.6696
ACRBP|84519,11.6618,40.7824,3.7089,25.6426,161.108,20.9446,33.2244,25.2366,25.2702,143.0464,60.5251,24.7107,20.3179,0.4589,1.4528,13.2231,9.332,9.2409,44.2766,28.1219
ACRC|93953,33.2362,14.5651,11.1266,763.5808,19.2199,8.9015,5.9913,31.5457,5.32,81.457,17.8015,20.1346,13.7637,3.6714,6.7797,6.0606,12.7701,33.6634,26.566,10.0435
ACRV1|56,0.5831,0.4161,0.4636,0.9497,1.1306,4.7125,2.7233,0.9013,0,0,2.2252,0,3.9325,0.9179,1.937,1.6529,1.9646,0.6601,2.0836,3.0131
ACR|49,0,0.8323,0.9272,1.4246,1.6959,2.6181,0.5447,1.8026,0,0.6623,1.7802,0.9152,0,0.4589,0,0,0.4912,1.3201,1.0418,0
ACSBG1|23205,3180.758,22.8881,181.2703,397.9358,7.3488,3.6653,7.0806,38.7562,54.5303,3.3113,8.0107,329.9333,9.1758,36.2552,25.6659,15.978,1.9646,33.0033,3.1254,5.6913
ACSBG2|81616,1.7493,0.8323,0,0.9497,0,0,3.8126,0.9013,0,0.6623,3.1153,1.3728,0,0.4589,0.4843,0.551,2.947,1.3201,0.5209,0
ACSF2|80221,691.5452,2585.5181,1450.1623,500.0315,1149.8021,1788.1454,739.1068,866.1559,1109.2269,950.3311,1029.8175,3501.5948,1827.2981,1873.7953,2155.9322,808.2645,520.6287,1633.0033,985.545,348.5102
ACSF3|197322,380.1749,309.1968,273.528,518.0763,325.6077,442.9783,244.5534,423.6142,426.9327,274.1722,285.2692,624.1735,747.1735,335.9339,230.5085,282.0937,388.998,139.934,397.9685,377.6364
ACSL1|2180,4194.7522,2871.8269,3504.4043,3244.7436,942.3403,1668.7611,1177.0153,2913.9252,2644.0565,1257.6159,1737.4277,5848.6517,2358.1845,3688.3892,2149.1525,768.595,1690.0786,1185.4785,784.998,830.2645
ACSL3|2181,1863.5569,2029.1303,1858.1363,2432.2518,1460.7123,1026.8091,1636.7102,1525.0113,2550.9559,3015.2318,1020.9168,4478.5818,1667.3767,5239.5594,3334.1404,2211.5702,3573.1827,2283.1683,1331.9443,1865.082
ACSL4|2182,1124.1983,815.231,457.58,729.8655,629.169,999.5811,586.0566,824.6958,222.7764,309.2715,1363.5959,388.0492,355.8905,1151.4456,949.6368,269.9725,648.8212,1549.835,3395.2338,1772.0121
ACSL5|51703,3452.4781,2376.1964,15821.0478,1197.1313,3299.6043,1074.4581,1161.7647,2412.7986,5056.0266,1259.6026,3416.1104,4706.0116,2545.6333,5209.2703,5198.5472,6661.708,1509.8232,577.5578,2082.5628,474.7238
ACSL6|23305,1.7493,1.2484,0.4636,17.0951,2.8265,1.0472,1.634,12.6183,3.99,0.6623,0.8901,0.4576,0.6554,0,0.4843,0,0.9823,1.3201,0,5.6913
ACSM1|116285,12.828,7.4906,1.3908,10.9219,7.3488,2.6181,6.5359,15.3222,13.9651,3.3113,8.4557,1.8304,0,52.3176,21.3075,5.5096,16.2083,13.8614,2.0836,1.3391
ACSM2A|123876,0,0,1.3908,0.4749,8.4794,0,0,0,0,0,0,0,0,0,0,0,0,0.6601,0,0
ACSM2B|348158,0.5831,0,0,0,2.8265,0,0,0,0,0,0,0,0,0,0,0,0,1.3201,0,0
ACSM3|6296,111.2187,796.1382,267.3528,25.6664,8.3211,1410.7027,276.8519,55.7999,52.7614,89.7152,455.5363,380.2562,14.3077,51.6843,378.891,1.2011,62.3084,102.5479,46.1779,2.3435
ACSM4|341392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5|54988,2.3324,0.4161,0.4636,0.4749,1.6959,4.7125,1.634,17.1248,1.995,1.9868,2.6702,0,1.3108,1.3768,2.4213,1.1019,0,1.3201,1.0418,0
ACSS1|84532,911.9534,854.3487,351.414,683.3288,81.4019,1665.6194,835.512,1503.3799,456.1929,202.649,176.68,987.9696,281.1732,293.2538,578.6925,88.7052,615.9136,484.4884,260.4506,214.5966
ACSS2|55902,1494.4606,781.5231,612.4247,1203.3046,645.5625,966.0697,1161.7647,643.5331,750.7897,1270.8609,684.9132,711.576,1253.1542,1468.1046,602.4213,817.0799,944.499,812.5413,280.7657,601.607
ACSS3|79611,17.4927,2.913,5.0997,250.728,5.6529,163.8915,72.9847,341.5953,8.6451,7.2848,42.2786,3.6608,1.9662,3.2125,186.9249,0.551,9.332,3.3003,6.2508,10.0435
ACTA1|58,2.3324,2.913,16.6898,3.324,0.5653,26.1808,51.7429,5.4078,1.995,1.9868,2.6702,5.9489,19.007,0.4589,1.4528,1.6529,1.4735,1.9802,4.1672,1.6739
ACTA2|59,8554.0933,987.1785,2685.3593,4383.7183,2266.3482,5738.7423,2465.915,13454.484,2561.5362,3274.6689,3879.9243,1852.9715,4952.5479,1269.0271,699.3414,563.8733,8459.4499,5716.3762,942.18,7402.6113
ACTBL2|345651,0,0.4161,2.7816,0,0.5653,0.5236,0,0,0,8.6093,0,0,16.3854,0,0.4843,31.405,39.2927,0.6601,8.3344,6.6957
ACTB|60,83402.9155,54837.7029,47235.0487,86051.4728,123990.3901,111642.0568,105602.9412,133277.1519,109481.6293,113819.8675,160535.3805,80345.4004,170720.6292,116726.0211,69468.2809,162417.6309,142859.5285,87682.5083,107005.5997,173295.9491
ACTC1|70,610.4956,1.6646,9.7357,190.8952,0.5653,3.1417,10.3486,2123.479,6.65,304.6358,8.9008,5.0337,269.3757,1.3768,7.2639,1.6529,800.5894,1.3201,5.7299,175.0921
ACTG1|71,81232.6531,79331.2526,55630.9689,62710.973,60055.9638,115517.3317,46272.3312,86099.1438,109904.5719,100317.8808,85956.8313,140651.3552,120164.5093,106400.6425,100551.0896,121728.9256,161460.7073,84605.2805,91901.0288,73558.085
ACTG2|72,5090.9621,287.9734,341.2146,2994.0155,767.1001,584.878,49.0196,12119.8738,506.7332,1967.5497,466.3996,608.1573,1664.0996,114.2726,116.707,23.6915,4532.4165,590.7591,105.222,2057.9176
ACTL6A|86,1400,1285.0603,1029.6708,1635.4305,1441.4924,1426.851,1739.6514,673.2763,1183.7074,1729.1391,2959.0565,2029.0213,1012.6167,1370.3534,2085.7143,1483.1956,1207.7603,865.3465,2127.8812,2149.9833
ACTL6B|51412,0,0,0,0,0,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0
ACTL7A|10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL7B|10880,0,0,0,0,0,0,0.5447,0,0.665,1.9868,0,0.4576,0,0,0,0,1.4735,0,0,0
ACTL8|81569,113.1195,71.9933,0.4636,5.2235,1.1306,17.2793,3.268,0,0,7.947,563.8629,12.8129,1.3108,0,3.8741,0.551,6.8762,0,5.209,0
ACTL9|284382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN1|87,3170.2624,1916.3546,4512.7492,2239.932,1938.3833,3537.5432,3559.9129,4568.7247,1830.7564,2101.9868,4989.7641,2204.7417,3794.855,3249.1969,2181.1138,2115.1515,10812.3772,6264.0264,3437.4267,22556.4111
ACTN2|88,2.3324,0,0,16.6202,1.1306,0.5236,35.4031,3.6052,3.325,1.3245,6.2305,0.9152,0.6554,0,11.6223,1.1019,0.4912,1.9802,1.5627,0.6696
ACTN3|89,0,0,0.4636,0,0.5653,4.1889,1.634,0.9013,0,0.6623,0,0.4576,0,0,0,0.551,0,1.3201,2.6045,1.0044
ACTN4|81,9793.1662,9450.1873,12675.0997,10694.0584,9572.6908,11957.7024,8277.4401,8821.0185,14017.0042,9401.7947,8498.3756,19479.7441,18415.4154,19233.2859,16936.3535,35231.7961,36857.1611,10512.1122,22810.9441,13682.069
ACTR10|55860,613.4111,743.6538,978.6741,553.6911,421.1419,638.2867,1068.6275,588.5534,1036.0765,754.3046,925.6787,881.8052,853.3508,1008.2607,676.5133,499.1736,726.4244,927.3927,1101.1851,1337.1276
ACTR1A|10121,1669.9708,2108.1981,3035.2341,1605.989,2835.5003,2388.2082,1953.159,2002.7039,2266.9992,2472.1854,2616.8224,2661.8893,3543.8309,2530.5186,4044.5521,3578.5124,4152.7505,3289.769,1747.6234,2059.5916
ACTR1B|10120,1017.4927,674.5734,592.4896,2476.4141,1251.5546,821.552,900.8715,949.9775,1313.3832,1661.5894,1417.0004,989.8,2442.7331,905.9201,2102.6634,1583.4711,1255.4028,1373.5974,1843.9901,1315.7014
ACTR2|10097,8255.3936,6895.9634,6972.6472,6556.4429,7249.8587,6628.4428,7713.5076,6735.4664,5710.3907,6407.2848,6429.0165,3660.8414,2561.3633,7306.5626,7157.8692,6963.0854,6648.3301,4785.4785,6911.3166,7151.992
ACTR3B|57180,92.1283,310.0291,158.5535,165.7274,148.6716,196.3556,406.8627,170.347,190.8562,82.7815,74.3213,399.9469,260.1999,103.7173,162.7119,113.4986,80.5501,172.2772,624.5605,141.2789
ACTR3C|653857,68.2216,44.9438,95.503,110.1684,18.0893,18.8501,80.0654,39.6575,29.9252,10.596,69.8709,27.9139,60.9536,131.7118,61.0169,35.2617,35.8546,108.9109,20.3151,64.2785
ACTR3|10096,6338.7755,3639.6171,2399.1655,4706.8488,4993.7818,3231.2284,3807.7342,5018.4768,3805.8188,5092.7152,6716.0659,2938.7404,3674.914,6022.0285,5831.9613,4825.8953,3959.2338,4545.2145,3754.6556,5616.3375
ACTR5|79913,387.7551,221.8061,146.9634,259.2756,166.7609,282.7521,537.5817,214.511,214.7963,404.6358,337.7837,265.411,295.5923,151.9045,369.4915,173.0028,317.78,555.7756,218.7785,266.1533
ACTR6|64431,894.4606,781.1069,1341.2146,523.2998,438.6659,933.082,617.6471,361.4241,418.9526,475.4967,909.6573,619.5974,295.5923,678.7517,985.4722,343.8017,374.7544,354.4554,485.4799,375.2929
ACTR8|93973,503.207,472.3263,553.5466,543.7189,496.8909,572.3112,638.3442,450.6534,542.6434,218.543,456.1638,428.776,315.9102,380.4497,535.109,315.7025,280.943,333.9934,389.6341,544.3589
ACTRT1|139741,0,0.8323,0.4636,0.4749,0,0,0,0,0,0,0,0,1.3108,0.9179,0,0,0,0,0,0
ACTRT2|140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVR1B|91,1297.9592,860.1748,1444.1354,1698.1125,2507.6314,604.2518,667.756,707.5259,2072.153,1106.6225,1101.4686,1939.7883,269.3757,1552.0881,1274.5763,561.4325,1107.0727,868.6469,672.4834,674.9247
ACVR1C|130399,53.6443,94.0491,0.4636,236.957,27.6993,7.3306,66.9935,24.3353,107.7307,483.4437,9.3458,4.5761,58.9874,69.2978,105.569,0.551,63.8507,1.9802,1.0418,5.6913
ACVR1|90,580.1749,322.5135,407.0468,711.3458,413.7931,245.5755,286.4924,564.2181,850.5403,549.0066,581.2194,291.9521,365.0664,628.7288,407.2639,435.2617,726.4244,535.3135,307.8526,828.2558
ACVR2A|92,352.7697,525.1769,183.5883,887.0454,355.0028,209.446,300.1089,308.247,1085.2868,337.7483,479.7508,382.5579,211.0437,276.7324,620.339,202.2039,187.6228,343.2343,278.1612,161.0311
ACVR2B|93,405.8309,706.2006,284.191,296.7898,1230.6388,592.7322,1540.305,185.6692,523.3583,392.7152,300.8456,375.6938,138.2926,233.1345,206.7797,330.0275,165.0295,441.5842,429.7435,285.9056
ACVRL1|94,180.1749,205.5764,331.9425,140.0848,204.0701,887.5275,129.6296,713.8351,271.9867,280.7947,352.47,246.6492,330.3293,170.2616,73.6077,96.9697,181.2377,301.6502,187.0035,510.8805
ACY1|95,465.8892,1406.159,1884.5619,1917.9744,1111.3624,340.8734,974.9455,827.5439,2594.8462,715.2318,1133.8407,1036.4757,1602.4906,1398.7655,757.1574,879.3388,698.8163,1062.0462,1402.3232,506.4714
ACY3|91703,6.9971,4.1615,0.4636,6.6481,3.957,2.6181,1.634,53.1771,10.6401,13.9073,1.7802,0,193.3475,0,0.4843,20.9366,27.9961,6.6007,1.5627,28.1219
ACYP1|97,187.7551,189.3467,210.4775,193.7444,133.4087,153.9428,125.2723,36.9536,170.9061,180.1325,497.5523,315.7476,136.9818,170.2616,125.908,136.0882,155.6974,161.0561,180.7527,229.6619
ACYP2|98,145.7726,140.2414,134.9096,352.3489,46.3539,32.9877,150.3268,146.0117,131.0058,91.3907,85.8923,112.5709,143.536,127.5815,45.5206,40.7713,109.0373,277.2277,116.161,51.5567
ADAD1|132612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2|161931,0,11.0986,11.9657,35.6718,14.0192,0,1.7702,8.4272,9.3699,16.2053,0.8901,38.2649,7.4914,21.9367,3.3753,0,6.2377,9.4257,0,0
ADAL|161823,97.9592,160.2164,77.886,296.3149,59.3556,37.1767,167.756,94.6372,53.2003,88.7417,196.2617,96.0971,39.9803,105.0941,123.9709,31.9559,37.3281,54.1254,143.2478,107.8005
ADAM10|102,5363.8484,8155.2226,5430.6908,4857.3806,11119.8417,3084.0926,3955.8824,3400.6309,7043.724,2354.3046,2619.0476,2526.4381,209.7329,2631.9413,3219.8547,2430.303,2272.1022,2528.7129,1687.7198,2362.2364
